ticket_id,application,issue_type,priority,environment,component,summary,created_date,resolved_date,status,technology,version,region,issue_description,root_cause,solution,tags,service,dependency,estimated_resolution_time,business_impact,key_metric,root_cause_category
JIRA-1249,Enterprise J2EE Application,Bug,P2,Staging,JVM,Remote EJB invocation fails for certain clients after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/JVM,9.0,Global,Remote EJB invocation fails for certain clients after database maintenance. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,The remote interface changed incompatibly without coordinating the client artifact. The application reused pooled connections that were invalidated by the database.,Version the remote contract and deploy compatible client/server interfaces. Enable connection validation and stale-connection eviction.,remote_ejb_invocation_fails_for_certain_clients;jvm;j2ee,jvm,J2EE runtime / WebSphere,2 hr,Medium,incident occurrence rate,remote contract incompatibility
JIRA-1250,Enterprise J2EE Application,Bug,P3,QA,JSP,File processing reports success despite rejected records with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/JSP,14,US,File processing reports success despite rejected records with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,The batch status is set before all record-level outcomes are committed. The request path materializes the complete payload before validation and processing.,Use explicit partial-success states and persist record-level outcomes before final status. Enforce request-size limits and stream or chunk large payloads.,file_processing_reports_success_despite_rejected_records;jsp;j2ee,jsp,J2EE runtime / WebLogic,3 hr,Low,incident occurrence rate,premature batch completion
JIRA-1251,Enterprise J2EE Application,Bug,P2,Development,CDI,API response contains inconsistent timestamps after failover,2026-09-04,2026-09-04,Resolved,Java EE/CDI,19c,CA,API response contains inconsistent timestamps after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Timestamp conversion occurs in more than one layer and uses different timezone assumptions. Cluster ownership state was not persisted consistently between nodes.,Persist UTC and perform timezone conversion only at the presentation boundary. Use shared durable cluster state and test failover/failback scenarios.,api_response_contains_inconsistent_timestamps;cdi;j2ee,cdi,J2EE runtime / Oracle,4 hr,Medium,incident occurrence rate,timezone inconsistency
JIRA-1252,Enterprise J2EE Application,Bug,P3,Production,JNDI,Application startup is unexpectedly slow when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/JNDI,16,EU,Application startup is unexpectedly slow when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,Component scanning or classpath discovery includes unnecessary packages. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,Narrow scanning scope and remove unused libraries from the deployment archive. Use container-managed resource cleanup and add exception-path integration tests.,application_startup_is_unexpectedly_slow;jndi;j2ee,jndi,J2EE runtime / PostgreSQL,5 hr,Low,incident occurrence rate,excessive classpath scanning
JIRA-1253,Enterprise J2EE Application,Improvement,P4,Staging,Quartz,Error response loses the original business error code after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/Quartz,9.3,APAC,Error response loses the original business error code after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,A generic exception handler replaces the domain error with a server error. The deployment sequence left stale runtime metadata on one node.,"Preserve stable business error codes through the exception-mapping layer. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",error_response_loses_the_original_business_error_code;quartz;j2ee,quartz,J2EE runtime / IBM MQ,6 hr,Low,incident occurrence rate,lossy exception mapping
JIRA-1254,Enterprise J2EE Application,Bug,P2,QA,REST Client,Repeated retries create duplicate business events during peak concurrency,2026-09-04,2026-09-04,Resolved,Java EE/REST Client,7.2,Global,Repeated retries create duplicate business events during peak concurrency. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,The processing operation has no idempotency key or uniqueness constraint. A container resource limit was lower than the measured production concurrency.,"Add an idempotency key, enforce uniqueness in the database, and make retries safe. Tune the resource limit from load-test evidence and add saturation alerts.",repeated_retries_create_duplicate_business_events;rest_client;j2ee,rest-client,J2EE runtime / Redis,7 hr,Medium,incident occurrence rate,missing idempotency
JIRA-1255,Enterprise J2EE Application,Bug,P1,Production,Security,Metrics show healthy service while users receive failures after a configuration change,2026-09-04,2026-09-04,Resolved,Java EE/Security,17,US,Metrics show healthy service while users receive failures after a configuration change. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,Health check tests only the JVM process and not required application resources. An environment override was not propagated to all cluster members.,Separate liveness from readiness and verify critical datasource/JMS dependencies in readiness. Centralize the configuration source and validate effective configuration on every node.,metrics_show_healthy_service_while_users_receive_failures;security;j2ee,security,J2EE runtime / JDK 17,8 hr,High,incident occurrence rate,incomplete readiness check
JIRA-1256,Enterprise J2EE Application,Bug,P2,Production,Batch,Database query latency increases after a release when a downstream service is slow,2026-09-04,2026-09-04,Resolved,Java EE/Batch,9.0,CA,Database query latency increases after a release when a downstream service is slow. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,A new ORM query path prevents the database from using the expected index. The synchronous integration call has no bounded timeout.,"Review execution plans, add or adjust indexes, and include query-plan regression checks. Add connect/read/overall timeouts and a controlled fallback or circuit breaker.",database_query_latency_increases_after_a_release;batch;j2ee,batch,J2EE runtime / WebSphere,2 hr,Medium,incident occurrence rate,query-plan regression
JIRA-1257,Enterprise J2EE Application,Bug,P3,Staging,Deployment,Application logs contain duplicate entries after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/Deployment,14,EU,Application logs contain duplicate entries after database maintenance. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Logging is configured both at the application and container root logger. The application reused pooled connections that were invalidated by the database.,Disable duplicate propagation and standardize logger hierarchy. Enable connection validation and stale-connection eviction.,application_logs_contain_duplicate_entries;deployment;j2ee,deployment,J2EE runtime / WebLogic,3 hr,Low,incident occurrence rate,duplicate logger propagation
JIRA-1258,Enterprise J2EE Application,Improvement,P4,QA,Logging,User preferences revert after refresh with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/Logging,19c,APAC,User preferences revert after refresh with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,A background synchronization process writes an older snapshot over the current record. The request path materializes the complete payload before validation and processing.,Use version checks and reject stale synchronization updates. Enforce request-size limits and stream or chunk large payloads.,user_preferences_revert_after_refresh;logging;j2ee,logging,J2EE runtime / Oracle,4 hr,Low,incident occurrence rate,stale synchronization
JIRA-1259,Enterprise J2EE Application,Bug,P2,Development,Cache,Remote EJB invocation fails for certain clients after failover,2026-09-04,2026-09-04,Resolved,Java EE/Cache,16,Global,Remote EJB invocation fails for certain clients after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,The remote interface changed incompatibly without coordinating the client artifact. Cluster ownership state was not persisted consistently between nodes.,Version the remote contract and deploy compatible client/server interfaces. Use shared durable cluster state and test failover/failback scenarios.,remote_ejb_invocation_fails_for_certain_clients;cache;j2ee,cache,J2EE runtime / PostgreSQL,5 hr,Medium,incident occurrence rate,remote contract incompatibility
JIRA-1260,Enterprise J2EE Application,Bug,P3,Production,Classloader,File processing reports success despite rejected records when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/Classloader,9.3,US,File processing reports success despite rejected records when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,The batch status is set before all record-level outcomes are committed. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,Use explicit partial-success states and persist record-level outcomes before final status. Use container-managed resource cleanup and add exception-path integration tests.,file_processing_reports_success_despite_rejected_records;classloader;j2ee,classloader,J2EE runtime / IBM MQ,6 hr,Low,incident occurrence rate,premature batch completion
JIRA-1261,Enterprise J2EE Application,Bug,P2,Staging,Servlet Filter,API response contains inconsistent timestamps after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/Servlet Filter,7.2,CA,API response contains inconsistent timestamps after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Timestamp conversion occurs in more than one layer and uses different timezone assumptions. The deployment sequence left stale runtime metadata on one node.,"Persist UTC and perform timezone conversion only at the presentation boundary. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",api_response_contains_inconsistent_timestamps;servlet_filter;j2ee,servlet-filter,J2EE runtime / Redis,7 hr,Medium,incident occurrence rate,timezone inconsistency
JIRA-1262,Enterprise J2EE Application,Bug,P3,QA,EJB,Application startup is unexpectedly slow during peak concurrency,2026-09-04,2026-09-04,Resolved,Java EE/EJB,17,EU,Application startup is unexpectedly slow during peak concurrency. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,Component scanning or classpath discovery includes unnecessary packages. A container resource limit was lower than the measured production concurrency.,Narrow scanning scope and remove unused libraries from the deployment archive. Tune the resource limit from load-test evidence and add saturation alerts.,application_startup_is_unexpectedly_slow;ejb;j2ee,ejb,J2EE runtime / JDK 17,8 hr,Low,incident occurrence rate,excessive classpath scanning
JIRA-1263,Enterprise J2EE Application,Improvement,P4,Development,JPA/Hibernate,Error response loses the original business error code after a configuration change,2026-09-04,2026-09-04,Resolved,Java EE/JPA/Hibernate,9.0,APAC,Error response loses the original business error code after a configuration change. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,A generic exception handler replaces the domain error with a server error. An environment override was not propagated to all cluster members.,Preserve stable business error codes through the exception-mapping layer. Centralize the configuration source and validate effective configuration on every node.,error_response_loses_the_original_business_error_code;jpa-hibernate;j2ee,jpa/hibernate,J2EE runtime / WebSphere,2 hr,Low,incident occurrence rate,lossy exception mapping
JIRA-1264,Enterprise J2EE Application,Bug,P2,Production,JMS Listener,Repeated retries create duplicate business events when a downstream service is slow,2026-09-04,2026-09-04,Resolved,Java EE/JMS Listener,14,Global,Repeated retries create duplicate business events when a downstream service is slow. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,The processing operation has no idempotency key or uniqueness constraint. The synchronous integration call has no bounded timeout.,"Add an idempotency key, enforce uniqueness in the database, and make retries safe. Add connect/read/overall timeouts and a controlled fallback or circuit breaker.",repeated_retries_create_duplicate_business_events;jms_listener;j2ee,jms-listener,J2EE runtime / WebLogic,3 hr,Medium,incident occurrence rate,missing idempotency
JIRA-1265,Enterprise J2EE Application,Bug,P3,Staging,JTA,Metrics show healthy service while users receive failures after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/JTA,19c,US,Metrics show healthy service while users receive failures after database maintenance. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Health check tests only the JVM process and not required application resources. The application reused pooled connections that were invalidated by the database.,Separate liveness from readiness and verify critical datasource/JMS dependencies in readiness. Enable connection validation and stale-connection eviction.,metrics_show_healthy_service_while_users_receive_failures;jta;j2ee,jta,J2EE runtime / Oracle,4 hr,Low,incident occurrence rate,incomplete readiness check
JIRA-1266,Enterprise J2EE Application,Bug,P2,QA,JAX-RS,Database query latency increases after a release with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/JAX-RS,16,CA,Database query latency increases after a release with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,A new ORM query path prevents the database from using the expected index. The request path materializes the complete payload before validation and processing.,"Review execution plans, add or adjust indexes, and include query-plan regression checks. Enforce request-size limits and stream or chunk large payloads.",database_query_latency_increases_after_a_release;jax-rs;j2ee,jax-rs,J2EE runtime / PostgreSQL,5 hr,Medium,incident occurrence rate,query-plan regression
JIRA-1267,Enterprise J2EE Application,Bug,P3,Development,JAX-WS,Application logs contain duplicate entries after failover,2026-09-04,2026-09-04,Resolved,Java EE/JAX-WS,9.3,EU,Application logs contain duplicate entries after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Logging is configured both at the application and container root logger. Cluster ownership state was not persisted consistently between nodes.,Disable duplicate propagation and standardize logger hierarchy. Use shared durable cluster state and test failover/failback scenarios.,application_logs_contain_duplicate_entries;jax-ws;j2ee,jax-ws,J2EE runtime / IBM MQ,6 hr,Low,incident occurrence rate,duplicate logger propagation
JIRA-1268,Enterprise J2EE Application,Improvement,P4,Production,JDBC Pool,User preferences revert after refresh when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/JDBC Pool,7.2,APAC,User preferences revert after refresh when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,A background synchronization process writes an older snapshot over the current record. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,Use version checks and reject stale synchronization updates. Use container-managed resource cleanup and add exception-path integration tests.,user_preferences_revert_after_refresh;jdbc_pool;j2ee,jdbc-pool,J2EE runtime / Redis,7 hr,Low,incident occurrence rate,stale synchronization
JIRA-1269,Enterprise J2EE Application,Bug,P2,Staging,JVM,Remote EJB invocation fails for certain clients after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/JVM,17,Global,Remote EJB invocation fails for certain clients after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,The remote interface changed incompatibly without coordinating the client artifact. The deployment sequence left stale runtime metadata on one node.,"Version the remote contract and deploy compatible client/server interfaces. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",remote_ejb_invocation_fails_for_certain_clients;jvm;j2ee,jvm,J2EE runtime / JDK 17,8 hr,Medium,incident occurrence rate,remote contract incompatibility
JIRA-1270,Enterprise J2EE Application,Bug,P3,QA,JSP,File processing reports success despite rejected records during peak concurrency,2026-09-04,2026-09-04,Resolved,Java EE/JSP,9.0,US,File processing reports success despite rejected records during peak concurrency. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,The batch status is set before all record-level outcomes are committed. A container resource limit was lower than the measured production concurrency.,Use explicit partial-success states and persist record-level outcomes before final status. Tune the resource limit from load-test evidence and add saturation alerts.,file_processing_reports_success_despite_rejected_records;jsp;j2ee,jsp,J2EE runtime / WebSphere,2 hr,Low,incident occurrence rate,premature batch completion
JIRA-1271,Enterprise J2EE Application,Bug,P2,Development,CDI,API response contains inconsistent timestamps after a configuration change,2026-09-04,2026-09-04,Resolved,Java EE/CDI,14,CA,API response contains inconsistent timestamps after a configuration change. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Timestamp conversion occurs in more than one layer and uses different timezone assumptions. An environment override was not propagated to all cluster members.,Persist UTC and perform timezone conversion only at the presentation boundary. Centralize the configuration source and validate effective configuration on every node.,api_response_contains_inconsistent_timestamps;cdi;j2ee,cdi,J2EE runtime / WebLogic,3 hr,Medium,incident occurrence rate,timezone inconsistency
JIRA-1272,Enterprise J2EE Application,Bug,P1,Production,JNDI,Application startup is unexpectedly slow when a downstream service is slow,2026-09-04,2026-09-04,Resolved,Java EE/JNDI,19c,EU,Application startup is unexpectedly slow when a downstream service is slow. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,Component scanning or classpath discovery includes unnecessary packages. The synchronous integration call has no bounded timeout.,Narrow scanning scope and remove unused libraries from the deployment archive. Add connect/read/overall timeouts and a controlled fallback or circuit breaker.,application_startup_is_unexpectedly_slow;jndi;j2ee,jndi,J2EE runtime / Oracle,4 hr,High,incident occurrence rate,excessive classpath scanning
JIRA-1273,Enterprise J2EE Application,Improvement,P4,Staging,Quartz,Error response loses the original business error code after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/Quartz,16,APAC,Error response loses the original business error code after database maintenance. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,A generic exception handler replaces the domain error with a server error. The application reused pooled connections that were invalidated by the database.,Preserve stable business error codes through the exception-mapping layer. Enable connection validation and stale-connection eviction.,error_response_loses_the_original_business_error_code;quartz;j2ee,quartz,J2EE runtime / PostgreSQL,5 hr,Low,incident occurrence rate,lossy exception mapping
JIRA-1274,Enterprise J2EE Application,Bug,P2,QA,REST Client,Repeated retries create duplicate business events with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/REST Client,9.3,Global,Repeated retries create duplicate business events with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,The processing operation has no idempotency key or uniqueness constraint. The request path materializes the complete payload before validation and processing.,"Add an idempotency key, enforce uniqueness in the database, and make retries safe. Enforce request-size limits and stream or chunk large payloads.",repeated_retries_create_duplicate_business_events;rest_client;j2ee,rest-client,J2EE runtime / IBM MQ,6 hr,Medium,incident occurrence rate,missing idempotency
JIRA-1275,Enterprise J2EE Application,Bug,P3,Development,Security,Metrics show healthy service while users receive failures after failover,2026-09-04,2026-09-04,Resolved,Java EE/Security,7.2,US,Metrics show healthy service while users receive failures after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Health check tests only the JVM process and not required application resources. Cluster ownership state was not persisted consistently between nodes.,Separate liveness from readiness and verify critical datasource/JMS dependencies in readiness. Use shared durable cluster state and test failover/failback scenarios.,metrics_show_healthy_service_while_users_receive_failures;security;j2ee,security,J2EE runtime / Redis,7 hr,Low,incident occurrence rate,incomplete readiness check
JIRA-1276,Enterprise J2EE Application,Bug,P2,Production,Batch,Database query latency increases after a release when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/Batch,17,CA,Database query latency increases after a release when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,A new ORM query path prevents the database from using the expected index. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,"Review execution plans, add or adjust indexes, and include query-plan regression checks. Use container-managed resource cleanup and add exception-path integration tests.",database_query_latency_increases_after_a_release;batch;j2ee,batch,J2EE runtime / JDK 17,8 hr,Medium,incident occurrence rate,query-plan regression
JIRA-1277,Enterprise J2EE Application,Bug,P3,Staging,Deployment,Application logs contain duplicate entries after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/Deployment,9.0,EU,Application logs contain duplicate entries after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Logging is configured both at the application and container root logger. The deployment sequence left stale runtime metadata on one node.,"Disable duplicate propagation and standardize logger hierarchy. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",application_logs_contain_duplicate_entries;deployment;j2ee,deployment,J2EE runtime / WebSphere,2 hr,Low,incident occurrence rate,duplicate logger propagation
JIRA-1278,Enterprise J2EE Application,Improvement,P4,QA,Logging,User preferences revert after refresh during peak concurrency,2026-09-04,2026-09-04,Resolved,Java EE/Logging,14,APAC,User preferences revert after refresh during peak concurrency. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,A background synchronization process writes an older snapshot over the current record. A container resource limit was lower than the measured production concurrency.,Use version checks and reject stale synchronization updates. Tune the resource limit from load-test evidence and add saturation alerts.,user_preferences_revert_after_refresh;logging;j2ee,logging,J2EE runtime / WebLogic,3 hr,Low,incident occurrence rate,stale synchronization
JIRA-1279,Enterprise J2EE Application,Bug,P2,Development,Cache,Remote EJB invocation fails for certain clients after a configuration change,2026-09-04,2026-09-04,Resolved,Java EE/Cache,19c,Global,Remote EJB invocation fails for certain clients after a configuration change. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,The remote interface changed incompatibly without coordinating the client artifact. An environment override was not propagated to all cluster members.,Version the remote contract and deploy compatible client/server interfaces. Centralize the configuration source and validate effective configuration on every node.,remote_ejb_invocation_fails_for_certain_clients;cache;j2ee,cache,J2EE runtime / Oracle,4 hr,Medium,incident occurrence rate,remote contract incompatibility
JIRA-1280,Enterprise J2EE Application,Bug,P3,Production,Classloader,File processing reports success despite rejected records when a downstream service is slow,2026-09-04,2026-09-04,Resolved,Java EE/Classloader,16,US,File processing reports success despite rejected records when a downstream service is slow. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,The batch status is set before all record-level outcomes are committed. The synchronous integration call has no bounded timeout.,Use explicit partial-success states and persist record-level outcomes before final status. Add connect/read/overall timeouts and a controlled fallback or circuit breaker.,file_processing_reports_success_despite_rejected_records;classloader;j2ee,classloader,J2EE runtime / PostgreSQL,5 hr,Low,incident occurrence rate,premature batch completion
JIRA-1281,Enterprise J2EE Application,Bug,P2,Staging,Servlet Filter,API response contains inconsistent timestamps after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/Servlet Filter,9.3,CA,API response contains inconsistent timestamps after database maintenance. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Timestamp conversion occurs in more than one layer and uses different timezone assumptions. The application reused pooled connections that were invalidated by the database.,Persist UTC and perform timezone conversion only at the presentation boundary. Enable connection validation and stale-connection eviction.,api_response_contains_inconsistent_timestamps;servlet_filter;j2ee,servlet-filter,J2EE runtime / IBM MQ,6 hr,Medium,incident occurrence rate,timezone inconsistency
JIRA-1282,Enterprise J2EE Application,Bug,P3,QA,EJB,Application startup is unexpectedly slow with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/EJB,7.2,EU,Application startup is unexpectedly slow with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,Component scanning or classpath discovery includes unnecessary packages. The request path materializes the complete payload before validation and processing.,Narrow scanning scope and remove unused libraries from the deployment archive. Enforce request-size limits and stream or chunk large payloads.,application_startup_is_unexpectedly_slow;ejb;j2ee,ejb,J2EE runtime / Redis,7 hr,Low,incident occurrence rate,excessive classpath scanning
JIRA-1283,Enterprise J2EE Application,Improvement,P4,Development,JPA/Hibernate,Error response loses the original business error code after failover,2026-09-04,2026-09-04,Resolved,Java EE/JPA/Hibernate,17,APAC,Error response loses the original business error code after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,A generic exception handler replaces the domain error with a server error. Cluster ownership state was not persisted consistently between nodes.,Preserve stable business error codes through the exception-mapping layer. Use shared durable cluster state and test failover/failback scenarios.,error_response_loses_the_original_business_error_code;jpa-hibernate;j2ee,jpa/hibernate,J2EE runtime / JDK 17,8 hr,Low,incident occurrence rate,lossy exception mapping
JIRA-1284,Enterprise J2EE Application,Bug,P2,Production,JMS Listener,Repeated retries create duplicate business events when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/JMS Listener,9.0,Global,Repeated retries create duplicate business events when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,The processing operation has no idempotency key or uniqueness constraint. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,"Add an idempotency key, enforce uniqueness in the database, and make retries safe. Use container-managed resource cleanup and add exception-path integration tests.",repeated_retries_create_duplicate_business_events;jms_listener;j2ee,jms-listener,J2EE runtime / WebSphere,2 hr,Medium,incident occurrence rate,missing idempotency
JIRA-1285,Enterprise J2EE Application,Bug,P3,Staging,JTA,Metrics show healthy service while users receive failures after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/JTA,14,US,Metrics show healthy service while users receive failures after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,Health check tests only the JVM process and not required application resources. The deployment sequence left stale runtime metadata on one node.,"Separate liveness from readiness and verify critical datasource/JMS dependencies in readiness. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",metrics_show_healthy_service_while_users_receive_failures;jta;j2ee,jta,J2EE runtime / WebLogic,3 hr,Low,incident occurrence rate,incomplete readiness check
JIRA-1286,Enterprise J2EE Application,Bug,P2,QA,JAX-RS,Database query latency increases after a release during peak concurrency,2026-09-04,2026-09-04,Resolved,Java EE/JAX-RS,19c,CA,Database query latency increases after a release during peak concurrency. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,A new ORM query path prevents the database from using the expected index. A container resource limit was lower than the measured production concurrency.,"Review execution plans, add or adjust indexes, and include query-plan regression checks. Tune the resource limit from load-test evidence and add saturation alerts.",database_query_latency_increases_after_a_release;jax-rs;j2ee,jax-rs,J2EE runtime / Oracle,4 hr,Medium,incident occurrence rate,query-plan regression
JIRA-1287,Enterprise J2EE Application,Bug,P3,Development,JAX-WS,Application logs contain duplicate entries after a configuration change,2026-09-04,2026-09-04,Resolved,Java EE/JAX-WS,16,EU,Application logs contain duplicate entries after a configuration change. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Logging is configured both at the application and container root logger. An environment override was not propagated to all cluster members.,Disable duplicate propagation and standardize logger hierarchy. Centralize the configuration source and validate effective configuration on every node.,application_logs_contain_duplicate_entries;jax-ws;j2ee,jax-ws,J2EE runtime / PostgreSQL,5 hr,Low,incident occurrence rate,duplicate logger propagation
JIRA-1288,Enterprise J2EE Application,Improvement,P4,Production,JDBC Pool,User preferences revert after refresh when a downstream service is slow,2026-09-04,2026-09-04,Resolved,Java EE/JDBC Pool,9.3,APAC,User preferences revert after refresh when a downstream service is slow. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,A background synchronization process writes an older snapshot over the current record. The synchronous integration call has no bounded timeout.,Use version checks and reject stale synchronization updates. Add connect/read/overall timeouts and a controlled fallback or circuit breaker.,user_preferences_revert_after_refresh;jdbc_pool;j2ee,jdbc-pool,J2EE runtime / IBM MQ,6 hr,Low,incident occurrence rate,stale synchronization
JIRA-1289,Enterprise J2EE Application,Bug,P1,Production,JVM,Remote EJB invocation fails for certain clients after database maintenance,2026-09-04,2026-09-04,Closed,Java EE/JVM,7.2,Global,Remote EJB invocation fails for certain clients after database maintenance. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,The remote interface changed incompatibly without coordinating the client artifact. The application reused pooled connections that were invalidated by the database.,Version the remote contract and deploy compatible client/server interfaces. Enable connection validation and stale-connection eviction.,remote_ejb_invocation_fails_for_certain_clients;jvm;j2ee,jvm,J2EE runtime / Redis,7 hr,High,incident occurrence rate,remote contract incompatibility
JIRA-1290,Enterprise J2EE Application,Bug,P3,QA,JSP,File processing reports success despite rejected records with unusually large requests,2026-09-04,2026-09-04,Resolved,Java EE/JSP,17,US,File processing reports success despite rejected records with unusually large requests. The behavior was reproduced in the qa environment using representative J2EE workload and application-server diagnostics.,The batch status is set before all record-level outcomes are committed. The request path materializes the complete payload before validation and processing.,Use explicit partial-success states and persist record-level outcomes before final status. Enforce request-size limits and stream or chunk large payloads.,file_processing_reports_success_despite_rejected_records;jsp;j2ee,jsp,J2EE runtime / JDK 17,8 hr,Low,incident occurrence rate,premature batch completion
JIRA-1291,Enterprise J2EE Application,Bug,P2,Development,CDI,API response contains inconsistent timestamps after failover,2026-09-04,2026-09-04,Resolved,Java EE/CDI,9.0,CA,API response contains inconsistent timestamps after failover. The behavior was reproduced in the development environment using representative J2EE workload and application-server diagnostics.,Timestamp conversion occurs in more than one layer and uses different timezone assumptions. Cluster ownership state was not persisted consistently between nodes.,Persist UTC and perform timezone conversion only at the presentation boundary. Use shared durable cluster state and test failover/failback scenarios.,api_response_contains_inconsistent_timestamps;cdi;j2ee,cdi,J2EE runtime / WebSphere,2 hr,Medium,incident occurrence rate,timezone inconsistency
JIRA-1292,Enterprise J2EE Application,Bug,P3,Production,JNDI,Application startup is unexpectedly slow when an exception occurs,2026-09-04,2026-09-04,Resolved,Java EE/JNDI,14,EU,Application startup is unexpectedly slow when an exception occurs. The behavior was reproduced in the production environment using representative J2EE workload and application-server diagnostics.,Component scanning or classpath discovery includes unnecessary packages. A cleanup path is skipped when an unchecked exception exits the normal processing branch.,Narrow scanning scope and remove unused libraries from the deployment archive. Use container-managed resource cleanup and add exception-path integration tests.,application_startup_is_unexpectedly_slow;jndi;j2ee,jndi,J2EE runtime / WebLogic,3 hr,Low,incident occurrence rate,excessive classpath scanning
JIRA-1293,Enterprise J2EE Application,Improvement,P4,Staging,Quartz,Error response loses the original business error code after a rolling restart,2026-09-04,2026-09-04,Closed,Java EE/Quartz,19c,APAC,Error response loses the original business error code after a rolling restart. The behavior was reproduced in the staging environment using representative J2EE workload and application-server diagnostics.,A generic exception handler replaces the domain error with a server error. The deployment sequence left stale runtime metadata on one node.,"Preserve stable business error codes through the exception-mapping layer. Clear runtime metadata, restart the affected subsystem, and add post-deployment smoke tests.",error_response_loses_the_original_business_error_code;quartz;j2ee,quartz,J2EE runtime / Oracle,4 hr,Low,incident occurrence rate,lossy exception mapping
